station,train_MAE,train_MSE,test_MAE,test_MSE
,0.43493565629537845,1.6175721322363212,0.4427341237242192,1.3832139198211597
,0.38277543986680534,0.7594669959959327,0.4004038041874568,0.6093722358407041
,0.5659214100205499,1.6443766026369304,0.4826119545279603,1.2240751991352057
,0.5046597384051265,1.7305861834465648,0.5702102916467752,2.66490475415846
,0.38922358014144015,0.9008326177601151,0.34522204013390523,0.47815162065744754
,0.2881452054350221,0.5039682468782155,0.2928864583700175,0.4467451685946131
,0.6944506020696641,2.9912940683896303,0.4963532225773575,1.7333107591075516
,0.4934297396561723,1.7096984892658829,0.5303676472448691,2.3862134883654065
,0.44060050561725833,1.407762268303575,0.4918473471338681,1.7764469975746748
,0.48503341153249696,1.9464917056572828,0.49162903203085995,1.5384708636638962
,0.3683141393859138,0.6541452868902283,0.3702577491188553,0.6902380162682192
